ID,pH,Temperature,Colour,Turbidity,Timestamp
2491,7.13,23.87,101,9.9,2026-06-20T03:30:00
2492,7.19,22.72,54,35.21,2026-06-20T03:31:00
2493,7.1,23.78,55,24.08,2026-06-20T03:32:00
2494,7.18,34.69,39,17.59,2026-06-20T03:33:00
2495,7.96,37.97,65,22.82,2026-06-20T03:34:00
2496,6.98,25.47,77,35.7,2026-06-20T03:35:00
2497,7.61,27.6,51,24.28,2026-06-20T03:36:00
2498,7.63,22.99,116,16.55,2026-06-20T03:37:00
2499,6.62,26.73,128,17.17,2026-06-20T03:38:00
2500,8.1,25.42,128,26.86,2026-06-20T03:39:00
2501,7.68,27.73,129,33.04,2026-06-20T03:40:00
2502,8.26,34.44,99,28.12,2026-06-20T03:41:00
2503,7.04,31.89,101,17.89,2026-06-20T03:42:00
2504,7.5,33.07,67,14.92,2026-06-20T03:43:00
2505,7.81,32.71,121,12.64,2026-06-20T03:44:00
2506,8.24,36.32,75,28.31,2026-06-20T03:45:00
2507,6.7,26.98,110,18.34,2026-06-20T03:46:00
2508,7.44,37.06,33,19.24,2026-06-20T03:47:00
2509,7.46,36.88,124,32.19,2026-06-20T03:48:00
2510,8.02,32.56,75,40.11,2026-06-20T03:49:00
2511,7.99,32.84,123,18.79,2026-06-20T03:50:00
2512,6.72,34.12,75,30.72,2026-06-20T03:51:00
2513,7.45,26.48,94,31.52,2026-06-20T03:52:00
2514,8.24,28.23,123,21.03,2026-06-20T03:53:00
2515,7.86,37.15,33,33.38,2026-06-20T03:54:00
2516,7.12,28.15,84,22.25,2026-06-20T03:55:00
2517,7.68,36.01,57,8.23,2026-06-20T03:56:00
2518,7.9,37.3,78,23.66,2026-06-20T03:57:00
2519,7.13,22.35,91,27.34,2026-06-20T03:58:00
2520,6.9,25.84,92,35.67,2026-06-20T03:59:00
2521,7.98,34.31,88,12.39,2026-06-20T04:00:00
2522,7.58,24.12,127,21.69,2026-06-20T04:01:00
2523,7.49,28.57,106,16.34,2026-06-20T04:02:00
2524,7.0,31.01,95,15.36,2026-06-20T04:03:00
2525,7.38,31.27,120,21.94,2026-06-20T04:04:00
2526,7.12,36.82,49,23.77,2026-06-20T04:05:00
2527,7.75,25.65,91,15.81,2026-06-20T04:06:00
2528,7.3,32.56,75,22.42,2026-06-20T04:07:00
2529,7.0,25.24,68,9.92,2026-06-20T04:08:00
2530,8.38,32.47,51,13.54,2026-06-20T04:09:00
2531,7.64,22.26,77,44.15,2026-06-20T04:10:00
2532,8.35,34.89,127,33.1,2026-06-20T04:11:00
2533,7.84,37.28,137,16.95,2026-06-20T04:12:00
2534,6.76,34.36,81,23.14,2026-06-20T04:13:00
2535,6.62,36.49,93,28.01,2026-06-20T04:14:00
2536,7.07,25.64,55,13.21,2026-06-20T04:15:00
2537,6.76,25.72,99,22.81,2026-06-20T04:16:00
2538,8.28,22.35,89,14.95,2026-06-20T04:17:00
2539,7.74,31.32,55,11.08,2026-06-20T04:18:00
2540,7.11,28.14,31,34.83,2026-06-20T04:19:00
2541,7.1,34.57,87,41.96,2026-06-20T04:20:00
2542,7.88,30.28,115,20.32,2026-06-20T04:21:00
2543,6.86,35.19,43,29.48,2026-06-20T04:22:00
2544,8.29,28.15,37,43.61,2026-06-20T04:23:00
2545,6.65,36.83,66,30.98,2026-06-20T04:24:00
2546,6.7,24.06,121,32.66,2026-06-20T04:25:00
2547,6.95,28.5,69,31.86,2026-06-20T04:26:00
2548,6.6,37.57,53,29.54,2026-06-20T04:27:00
2549,7.79,29.71,100,32.49,2026-06-20T04:28:00
2550,6.7,28.12,54,20.79,2026-06-20T04:29:00
2551,8.03,35.75,74,16.16,2026-06-20T04:30:00
2552,7.66,24.01,129,8.83,2026-06-20T04:31:00
2553,7.8,24.78,130,35.29,2026-06-20T04:32:00
2554,6.74,25.38,83,14.1,2026-06-20T04:33:00
2555,7.15,26.65,94,31.41,2026-06-20T04:34:00
2556,7.78,30.75,134,38.65,2026-06-20T04:35:00
2557,8.13,30.23,103,44.62,2026-06-20T04:36:00
2558,7.89,35.99,68,14.2,2026-06-20T04:37:00
2559,7.6,33.87,79,27.64,2026-06-20T04:38:00
2560,7.38,33.26,120,11.86,2026-06-20T04:39:00
2561,7.02,31.07,139,24.44,2026-06-20T04:40:00
2562,6.71,23.29,109,36.94,2026-06-20T04:41:00
2563,7.36,29.49,136,14.14,2026-06-20T04:42:00
2564,7.05,35.66,123,20.04,2026-06-20T04:43:00
2565,8.22,29.56,78,31.22,2026-06-20T04:44:00
2566,7.61,26.08,90,21.88,2026-06-20T04:45:00
2567,6.68,30.95,81,18.65,2026-06-20T04:46:00
2568,7.21,27.13,133,44.34,2026-06-20T04:47:00
2569,7.48,24.94,74,23.07,2026-06-20T04:48:00
2570,7.41,26.32,68,37.66,2026-06-20T04:49:00
2571,7.69,33.08,102,19.94,2026-06-20T04:50:00
2572,7.61,31.45,138,35.58,2026-06-20T04:51:00
2573,7.45,28.23,81,13.31,2026-06-20T04:52:00
2574,7.2,34.49,127,37.5,2026-06-20T04:53:00
2575,7.33,28.34,114,24.68,2026-06-20T04:54:00
2576,7.0,26.84,91,26.41,2026-06-20T04:55:00
2577,6.87,27.15,34,29.96,2026-06-20T04:56:00
2578,7.33,32.57,100,11.91,2026-06-20T04:57:00
2579,7.66,34.65,77,31.63,2026-06-20T04:58:00
2580,6.9,22.48,100,34.5,2026-06-20T04:59:00
2581,6.65,33.44,121,14.16,2026-06-20T05:00:00
2582,7.75,28.71,52,21.4,2026-06-20T05:01:00
2583,7.52,26.16,76,31.6,2026-06-20T05:02:00
2584,7.38,28.49,67,16.18,2026-06-20T05:03:00
2585,8.2,35.79,128,39.17,2026-06-20T05:04:00
2586,7.88,35.63,46,13.61,2026-06-20T05:05:00
2587,7.75,36.69,111,25.39,2026-06-20T05:06:00
2588,6.96,26.29,102,14.91,2026-06-20T05:07:00
2589,6.65,33.9,73,37.84,2026-06-20T05:08:00
2590,7.54,26.49,58,20.14,2026-06-20T05:09:00
2591,8.19,32.55,60,8.76,2026-06-20T05:10:00
2592,8.11,34.11,82,31.16,2026-06-20T05:11:00
2593,6.86,27.35,46,38.72,2026-06-20T05:12:00
2594,7.8,26.36,117,26.24,2026-06-20T05:13:00
2595,7.85,26.06,91,28.04,2026-06-20T05:14:00
2596,6.83,34.89,106,31.75,2026-06-20T05:15:00
2597,7.17,26.36,105,38.38,2026-06-20T05:16:00
2598,7.0,32.66,59,28.66,2026-06-20T05:17:00
2599,6.84,25.52,135,11.93,2026-06-20T05:18:00
2600,7.34,22.88,33,14.06,2026-06-20T05:19:00
2601,8.36,35.91,133,42.3,2026-06-20T05:20:00
2602,8.17,25.08,34,24.31,2026-06-20T05:21:00
2603,8.35,34.99,60,14.52,2026-06-20T05:22:00
2604,7.45,32.72,122,31.61,2026-06-20T05:23:00
2605,8.08,24.36,119,19.96,2026-06-20T05:24:00
2606,7.88,31.46,118,42.26,2026-06-20T05:25:00
2607,8.14,28.25,33,14.19,2026-06-20T05:26:00
2608,6.82,25.05,122,25.71,2026-06-20T05:27:00
2609,6.95,32.87,89,40.13,2026-06-20T05:28:00
2610,7.39,34.28,63,30.06,2026-06-20T05:29:00
2611,7.44,28.63,53,12.47,2026-06-20T05:30:00
2612,7.45,25.26,84,29.67,2026-06-20T05:31:00
2613,7.77,27.71,139,15.45,2026-06-20T05:32:00
2614,7.67,34.83,136,32.79,2026-06-20T05:33:00
2615,7.2,24.45,91,27.1,2026-06-20T05:34:00
2616,7.13,29.86,58,18.66,2026-06-20T05:35:00
2617,6.89,32.02,96,41.03,2026-06-20T05:36:00
2618,7.65,37.55,96,31.09,2026-06-20T05:37:00
2619,8.16,29.53,140,23.66,2026-06-20T05:38:00
2620,8.35,30.68,78,22.18,2026-06-20T05:39:00
2621,7.35,29.49,54,35.96,2026-06-20T05:40:00
2622,6.69,23.13,46,35.9,2026-06-20T05:41:00
2623,6.62,30.55,116,32.78,2026-06-20T05:42:00
2624,6.88,29.81,55,35.62,2026-06-20T05:43:00
2625,8.25,27.43,128,36.07,2026-06-20T05:44:00
2626,7.55,27.5,118,21.88,2026-06-20T05:45:00
2627,7.87,31.03,77,28.69,2026-06-20T05:46:00
2628,7.71,35.56,134,35.63,2026-06-20T05:47:00
2629,6.78,22.03,77,21.07,2026-06-20T05:48:00
2630,7.95,32.34,109,31.38,2026-06-20T05:49:00
2631,6.76,27.27,61,38.58,2026-06-20T05:50:00
2632,6.99,37.11,95,29.3,2026-06-20T05:51:00
2633,8.2,25.14,58,39.16,2026-06-20T05:52:00
2634,8.07,27.3,118,33.07,2026-06-20T05:53:00
2635,8.15,31.04,63,16.11,2026-06-20T05:54:00
2636,7.92,28.6,41,32.57,2026-06-20T05:55:00
2637,7.56,24.54,116,29.81,2026-06-20T05:56:00
2638,7.57,36.92,46,15.78,2026-06-20T05:57:00
2639,7.56,26.58,117,24.27,2026-06-20T05:58:00
2640,7.57,31.65,60,28.24,2026-06-20T05:59:00
2641,7.15,27.67,113,13.22,2026-06-20T06:00:00
2642,7.27,25.37,75,26.95,2026-06-20T06:01:00
2643,8.36,27.28,78,17.45,2026-06-20T06:02:00
2644,6.88,27.08,85,29.79,2026-06-20T06:03:00
2645,8.04,33.36,41,12.21,2026-06-20T06:04:00
2646,8.24,30.73,48,31.25,2026-06-20T06:05:00
2647,8.0,25.24,139,22.95,2026-06-20T06:06:00
2648,7.39,26.56,31,27.63,2026-06-20T06:07:00
2649,7.38,28.74,134,10.24,2026-06-20T06:08:00
2650,7.82,36.76,75,18.2,2026-06-20T06:09:00
2651,8.38,32.69,73,12.45,2026-06-20T06:10:00
2652,7.1,25.49,67,14.72,2026-06-20T06:11:00
2653,7.5,28.53,50,25.13,2026-06-20T06:12:00
2654,8.0,31.03,60,8.35,2026-06-20T06:13:00
2655,8.17,32.36,134,9.86,2026-06-20T06:14:00
2656,6.82,23.0,48,37.56,2026-06-20T06:15:00
2657,7.0,37.07,35,43.78,2026-06-20T06:16:00
2658,7.64,34.32,44,38.66,2026-06-20T06:17:00
2659,7.14,28.38,103,43.77,2026-06-20T06:18:00
2660,7.76,24.45,91,9.55,2026-06-20T06:19:00
2661,8.05,33.8,34,32.13,2026-06-20T06:20:00
2662,6.62,28.08,57,8.71,2026-06-20T06:21:00
2663,7.57,30.73,35,34.19,2026-06-20T06:22:00
2664,7.88,24.97,126,9.56,2026-06-20T06:23:00
2665,7.07,35.16,31,10.14,2026-06-20T06:24:00
2666,8.03,29.89,53,14.89,2026-06-20T06:25:00
2667,7.35,34.44,31,40.1,2026-06-20T06:26:00
2668,6.99,27.5,108,15.1,2026-06-20T06:27:00
2669,7.89,25.13,34,32.8,2026-06-20T06:28:00
2670,7.18,32.37,114,41.71,2026-06-20T06:29:00
2671,8.0,31.61,115,13.45,2026-06-20T06:30:00
2672,6.64,34.09,135,21.4,2026-06-20T06:31:00
2673,8.02,24.39,47,11.87,2026-06-20T06:32:00
2674,6.73,30.21,90,8.86,2026-06-20T06:33:00
2675,6.96,25.15,124,20.27,2026-06-20T06:34:00
2676,8.37,23.57,128,38.25,2026-06-20T06:35:00
2677,7.69,27.98,134,10.59,2026-06-20T06:36:00
2678,6.88,33.61,129,28.79,2026-06-20T06:37:00
2679,6.77,28.18,103,27.81,2026-06-20T06:38:00
2680,8.22,35.87,115,24.63,2026-06-20T06:39:00
2681,8.31,22.38,126,12.52,2026-06-20T06:40:00
2682,7.27,32.97,117,19.94,2026-06-20T06:41:00
2683,8.09,34.43,67,31.68,2026-06-20T06:42:00
2684,7.82,26.3,121,36.06,2026-06-20T06:43:00
2685,7.61,22.22,131,41.47,2026-06-20T06:44:00
2686,7.63,32.91,124,35.75,2026-06-20T06:45:00
2687,7.72,36.34,83,28.43,2026-06-20T06:46:00
2688,7.65,32.82,77,28.04,2026-06-20T06:47:00
2689,8.21,26.91,76,31.57,2026-06-20T06:48:00
2690,6.84,29.23,85,42.73,2026-06-20T06:49:00
2691,6.78,37.99,51,14.26,2026-06-20T06:50:00
2692,7.42,28.53,35,23.75,2026-06-20T06:51:00
2693,6.65,26.35,70,16.48,2026-06-20T06:52:00
2694,7.36,34.75,113,40.85,2026-06-20T06:53:00
2695,6.97,33.65,118,10.8,2026-06-20T06:54:00
2696,8.07,29.77,86,17.89,2026-06-20T06:55:00
2697,7.96,35.73,85,36.13,2026-06-20T06:56:00
2698,7.72,29.71,101,14.4,2026-06-20T06:57:00
2699,7.85,26.08,49,13.96,2026-06-20T06:58:00
2700,8.09,22.84,128,19.15,2026-06-20T06:59:00
2701,7.22,27.14,42,26.87,2026-06-20T07:00:00
2702,7.47,26.82,79,29.07,2026-06-20T07:01:00
2703,7.56,35.64,75,29.53,2026-06-20T07:02:00
2704,7.27,35.68,106,38.5,2026-06-20T07:03:00
2705,6.76,29.44,75,17.7,2026-06-20T07:04:00
2706,6.82,30.41,130,36.79,2026-06-20T07:05:00
2707,7.77,26.01,59,23.67,2026-06-20T07:06:00
2708,7.36,32.9,43,33.33,2026-06-20T07:07:00
2709,7.45,24.93,140,32.11,2026-06-20T07:08:00
2710,6.88,35.29,136,38.15,2026-06-20T07:09:00
2711,6.78,37.67,121,35.73,2026-06-20T07:10:00
2712,7.42,34.97,43,26.96,2026-06-20T07:11:00
2713,6.88,25.77,64,14.3,2026-06-20T07:12:00
2714,7.79,37.15,68,14.61,2026-06-20T07:13:00
2715,8.13,33.63,59,21.32,2026-06-20T07:14:00
2716,7.88,25.55,72,15.24,2026-06-20T07:15:00
2717,7.5,35.81,134,36.2,2026-06-20T07:16:00
2718,7.14,30.68,80,11.95,2026-06-20T07:17:00
2719,6.87,32.73,115,12.74,2026-06-20T07:18:00
2720,6.77,24.52,77,25.59,2026-06-20T07:19:00
2721,8.16,35.99,43,33.5,2026-06-20T07:20:00
2722,7.39,25.07,41,15.42,2026-06-20T07:21:00
2723,7.39,30.68,72,42.32,2026-06-20T07:22:00
2724,8.38,24.22,119,33.96,2026-06-20T07:23:00
2725,7.02,29.38,136,19.53,2026-06-20T07:24:00
2726,7.71,26.02,56,28.57,2026-06-20T07:25:00
2727,8.25,27.31,30,10.51,2026-06-20T07:26:00
2728,7.6,37.85,105,39.71,2026-06-20T07:27:00
2729,6.94,34.63,43,44.71,2026-06-20T07:28:00
2730,7.74,25.31,84,26.0,2026-06-20T07:29:00
2731,7.83,32.36,65,37.06,2026-06-20T07:30:00
2732,8.13,32.33,41,36.9,2026-06-20T07:31:00
2733,7.63,37.89,117,8.76,2026-06-20T07:32:00
2734,8.18,29.39,56,11.98,2026-06-20T07:33:00
2735,6.96,22.48,50,30.96,2026-06-20T07:34:00
2736,8.37,26.21,104,18.02,2026-06-20T07:35:00
2737,7.93,22.15,62,9.4,2026-06-20T07:36:00
2738,6.8,31.79,68,33.43,2026-06-20T07:37:00
2739,8.13,35.78,129,41.25,2026-06-20T07:38:00
2740,8.31,33.71,60,26.68,2026-06-20T07:39:00
2741,7.94,25.26,95,40.36,2026-06-20T07:40:00
2742,8.38,32.78,78,27.7,2026-06-20T07:41:00
2743,7.78,26.06,80,15.11,2026-06-20T07:42:00
2744,7.85,32.36,117,31.29,2026-06-20T07:43:00
2745,6.94,22.45,73,15.96,2026-06-20T07:44:00
2746,7.18,33.22,131,20.6,2026-06-20T07:45:00
2747,7.28,25.7,127,21.7,2026-06-20T07:46:00
2748,8.03,31.52,140,27.27,2026-06-20T07:47:00
2749,7.53,24.95,78,22.71,2026-06-20T07:48:00
2750,7.45,37.53,40,8.39,2026-06-20T07:49:00
2751,8.01,27.74,81,9.33,2026-06-20T07:50:00
2752,8.22,29.12,139,15.86,2026-06-20T07:51:00
2753,7.03,34.54,57,8.76,2026-06-20T07:52:00
2754,6.99,25.22,46,23.08,2026-06-20T07:53:00
2755,8.17,27.14,86,43.24,2026-06-20T07:54:00
2756,8.32,30.73,101,11.64,2026-06-20T07:55:00
2757,7.97,27.88,58,22.42,2026-06-20T07:56:00
2758,8.01,26.7,101,39.2,2026-06-20T07:57:00
2759,8.39,29.01,123,22.25,2026-06-20T07:58:00
2760,6.72,33.28,40,9.56,2026-06-20T07:59:00
2761,7.98,31.07,132,28.88,2026-06-20T08:00:00
2762,8.27,34.75,70,34.09,2026-06-20T08:01:00
2763,7.47,34.06,125,18.71,2026-06-20T08:02:00
2764,7.38,26.82,58,27.66,2026-06-20T08:03:00
2765,6.8,35.11,109,23.42,2026-06-20T08:04:00
2766,6.75,31.93,140,16.72,2026-06-20T08:05:00
2767,7.5,29.58,55,39.35,2026-06-20T08:06:00
2768,7.67,25.34,45,21.52,2026-06-20T08:07:00
2769,7.46,31.08,95,23.09,2026-06-20T08:08:00
2770,6.72,37.33,97,21.37,2026-06-20T08:09:00
2771,8.01,37.2,91,13.09,2026-06-20T08:10:00
2772,8.24,24.29,93,32.82,2026-06-20T08:11:00
2773,7.8,29.03,57,41.26,2026-06-20T08:12:00
2774,7.79,34.21,61,16.23,2026-06-20T08:13:00
2775,7.71,36.35,131,27.63,2026-06-20T08:14:00
2776,6.76,23.76,79,44.11,2026-06-20T08:15:00
2777,6.97,23.05,129,23.87,2026-06-20T08:16:00
2778,8.08,26.74,108,14.47,2026-06-20T08:17:00
2779,7.41,24.2,117,17.3,2026-06-20T08:18:00
2780,7.84,34.71,98,12.62,2026-06-20T08:19:00
2781,7.56,29.28,126,43.52,2026-06-20T08:20:00
2782,8.31,35.42,103,9.28,2026-06-20T08:21:00
2783,7.63,27.28,109,23.61,2026-06-20T08:22:00
2784,7.8,24.08,90,19.85,2026-06-20T08:23:00
2785,7.82,28.06,85,24.34,2026-06-20T08:24:00
2786,7.08,31.9,126,15.56,2026-06-20T08:25:00
2787,7.05,36.61,87,17.17,2026-06-20T08:26:00
2788,8.01,27.89,90,32.6,2026-06-20T08:27:00
2789,8.05,33.11,32,17.95,2026-06-20T08:28:00
2790,7.48,22.76,51,34.22,2026-06-20T08:29:00
2791,7.8,23.69,51,26.99,2026-06-20T08:30:00
2792,8.28,24.83,127,34.8,2026-06-20T08:31:00
2793,7.36,24.09,111,13.46,2026-06-20T08:32:00
2794,7.95,35.03,45,8.54,2026-06-20T08:33:00
2795,7.58,23.86,61,11.18,2026-06-20T08:34:00
2796,7.55,22.82,129,39.92,2026-06-20T08:35:00
2797,7.42,33.95,139,12.74,2026-06-20T08:36:00
2798,6.96,33.12,89,13.89,2026-06-20T08:37:00
2799,8.22,35.96,51,31.75,2026-06-20T08:38:00
2800,7.48,33.74,75,12.35,2026-06-20T08:39:00
2801,6.95,31.67,36,26.79,2026-06-20T08:40:00
2802,7.69,22.51,52,40.36,2026-06-20T08:41:00
2803,7.61,32.37,37,18.64,2026-06-20T08:42:00
2804,7.12,30.65,94,39.9,2026-06-20T08:43:00
2805,8.12,27.63,36,17.75,2026-06-20T08:44:00
2806,7.37,36.54,116,24.88,2026-06-20T08:45:00
2807,8.15,24.24,78,10.06,2026-06-20T08:46:00
2808,6.96,31.27,40,35.23,2026-06-20T08:47:00
2809,7.52,37.1,69,15.59,2026-06-20T08:48:00
2810,6.67,26.13,76,35.94,2026-06-20T08:49:00
2811,7.67,32.52,127,27.77,2026-06-20T08:50:00
2812,7.7,32.73,51,43.14,2026-06-20T08:51:00
2813,7.89,28.94,120,22.12,2026-06-20T08:52:00
2814,7.12,25.43,92,13.1,2026-06-20T08:53:00
2815,6.85,26.21,86,44.77,2026-06-20T08:54:00
2816,7.9,28.59,89,8.23,2026-06-20T08:55:00
2817,7.23,24.4,47,40.0,2026-06-20T08:56:00
2818,7.44,24.83,57,29.86,2026-06-20T08:57:00
2819,7.04,36.12,131,33.54,2026-06-20T08:58:00
2820,7.83,31.01,133,9.69,2026-06-20T08:59:00
2821,7.87,31.88,100,19.8,2026-06-20T09:00:00
2822,8.07,32.45,85,33.38,2026-06-20T09:01:00
2823,7.6,23.21,46,30.75,2026-06-20T09:02:00
2824,7.28,23.38,52,30.23,2026-06-20T09:03:00
2825,7.81,29.25,107,37.64,2026-06-20T09:04:00
2826,7.01,28.59,65,9.33,2026-06-20T09:05:00
2827,6.89,32.36,89,29.17,2026-06-20T09:06:00
2828,8.22,24.43,92,20.06,2026-06-20T09:07:00
2829,7.12,26.48,51,34.25,2026-06-20T09:08:00
2830,7.98,28.14,45,28.57,2026-06-20T09:09:00
2831,7.58,32.27,46,30.44,2026-06-20T09:10:00
2832,8.32,23.4,132,29.89,2026-06-20T09:11:00
2833,8.18,32.62,51,20.68,2026-06-20T09:12:00
2834,7.75,32.0,105,21.5,2026-06-20T09:13:00
2835,7.14,23.7,85,21.16,2026-06-20T09:14:00
2836,7.16,30.22,134,13.05,2026-06-20T09:15:00
2837,8.03,34.36,100,34.78,2026-06-20T09:16:00
2838,8.18,31.42,46,35.6,2026-06-20T09:17:00
2839,7.95,32.67,81,9.42,2026-06-20T09:18:00
2840,6.98,37.12,130,22.41,2026-06-20T09:19:00
2841,8.29,35.16,39,34.19,2026-06-20T09:20:00
2842,6.88,32.52,39,32.77,2026-06-20T09:21:00
2843,7.35,24.31,81,43.96,2026-06-20T09:22:00
2844,7.53,25.87,54,18.62,2026-06-20T09:23:00
2845,7.54,28.46,65,43.02,2026-06-20T09:24:00
2846,7.06,36.92,72,37.93,2026-06-20T09:25:00
2847,7.79,24.23,110,35.16,2026-06-20T09:26:00
2848,7.05,30.95,107,18.89,2026-06-20T09:27:00
2849,7.67,23.83,95,25.95,2026-06-20T09:28:00
2850,7.23,24.78,133,38.26,2026-06-20T09:29:00
2851,7.41,24.24,94,16.53,2026-06-20T09:30:00
2852,7.81,36.45,64,24.82,2026-06-20T09:31:00
2853,6.63,32.24,47,21.85,2026-06-20T09:32:00
2854,7.4,32.45,69,34.89,2026-06-20T09:33:00
2855,7.33,32.21,72,14.28,2026-06-20T09:34:00
2856,7.81,31.87,60,20.86,2026-06-20T09:35:00
2857,7.5,23.72,112,14.02,2026-06-20T09:36:00
2858,7.54,27.19,82,20.8,2026-06-20T09:37:00
2859,7.61,37.29,118,27.99,2026-06-20T09:38:00
2860,7.35,36.47,106,17.55,2026-06-20T09:39:00
2861,7.79,27.45,123,29.98,2026-06-20T09:40:00
2862,8.33,30.78,46,16.1,2026-06-20T09:41:00
2863,8.02,36.17,41,25.81,2026-06-20T09:42:00
2864,7.9,34.97,140,40.78,2026-06-20T09:43:00
2865,7.98,24.24,38,29.8,2026-06-20T09:44:00
2866,7.84,30.5,43,35.39,2026-06-20T09:45:00
2867,7.2,27.91,89,27.31,2026-06-20T09:46:00
2868,7.17,32.41,73,25.83,2026-06-20T09:47:00
2869,8.11,33.92,96,9.29,2026-06-20T09:48:00
2870,6.93,32.91,104,15.14,2026-06-20T09:49:00
2871,7.22,25.69,94,41.81,2026-06-20T09:50:00
2872,7.33,35.24,37,24.53,2026-06-20T09:51:00
2873,6.67,26.32,63,33.72,2026-06-20T09:52:00
2874,8.2,24.49,105,14.03,2026-06-20T09:53:00
2875,7.11,33.21,89,19.54,2026-06-20T09:54:00
2876,7.25,37.46,50,25.54,2026-06-20T09:55:00
2877,7.18,33.8,30,32.71,2026-06-20T09:56:00
2878,6.96,31.41,71,41.4,2026-06-20T09:57:00
2879,7.6,30.47,116,31.5,2026-06-20T09:58:00
2880,8.08,31.8,118,39.73,2026-06-20T09:59:00
2881,8.23,37.12,88,43.12,2026-06-20T10:00:00
2882,7.74,31.28,71,38.42,2026-06-20T10:01:00
2883,7.91,33.72,112,24.94,2026-06-20T10:02:00
2884,6.99,27.22,64,34.37,2026-06-20T10:03:00
2885,7.27,32.76,50,24.21,2026-06-20T10:04:00
2886,8.04,37.43,130,39.72,2026-06-20T10:05:00
2887,7.66,29.66,127,20.97,2026-06-20T10:06:00
2888,6.8,34.03,105,34.68,2026-06-20T10:07:00
2889,8.18,33.6,136,26.99,2026-06-20T10:08:00
2890,7.9,34.26,75,20.06,2026-06-20T10:09:00
2891,8.25,23.85,66,43.92,2026-06-20T10:10:00
2892,7.79,34.17,86,38.67,2026-06-20T10:11:00
2893,7.27,26.73,120,43.02,2026-06-20T10:12:00
2894,6.9,37.42,69,19.42,2026-06-20T10:13:00
2895,7.17,25.11,40,11.52,2026-06-20T10:14:00
2896,8.18,31.53,73,14.58,2026-06-20T10:15:00
2897,7.01,30.19,111,15.04,2026-06-20T10:16:00
2898,7.97,25.65,121,38.78,2026-06-20T10:17:00
2899,8.37,32.16,116,31.19,2026-06-20T10:18:00
2900,7.89,34.89,52,37.51,2026-06-20T10:19:00
2901,7.85,23.22,72,17.23,2026-06-20T10:20:00
2902,8.37,25.7,92,19.73,2026-06-20T10:21:00
2903,6.76,32.35,74,36.67,2026-06-20T10:22:00
2904,7.95,27.42,129,37.34,2026-06-20T10:23:00
2905,7.83,32.59,52,30.25,2026-06-20T10:24:00
2906,8.11,34.46,99,22.54,2026-06-20T10:25:00
2907,6.8,35.01,115,23.84,2026-06-20T10:26:00
2908,7.41,27.45,58,39.51,2026-06-20T10:27:00
2909,7.17,24.32,83,40.59,2026-06-20T10:28:00
2910,7.42,28.34,104,16.48,2026-06-20T10:29:00
2911,8.11,27.72,37,8.91,2026-06-20T10:30:00
2912,7.44,36.07,59,20.88,2026-06-20T10:31:00
2913,6.61,33.44,134,36.53,2026-06-20T10:32:00
2914,7.61,25.06,32,22.89,2026-06-20T10:33:00
2915,7.6,30.74,107,37.75,2026-06-20T10:34:00
2916,6.7,26.08,94,30.98,2026-06-20T10:35:00
2917,8.31,22.76,87,26.86,2026-06-20T10:36:00
2918,7.06,35.71,68,22.21,2026-06-20T10:37:00
2919,7.76,23.77,78,23.95,2026-06-20T10:38:00
2920,7.67,36.04,48,31.87,2026-06-20T10:39:00
2921,6.78,30.63,63,32.66,2026-06-20T10:40:00
2922,6.68,27.66,136,36.51,2026-06-20T10:41:00
2923,8.36,27.91,110,12.28,2026-06-20T10:42:00
2924,8.11,23.77,129,25.74,2026-06-20T10:43:00
2925,7.6,30.08,128,27.41,2026-06-20T10:44:00
2926,8.39,35.41,47,21.28,2026-06-20T10:45:00
2927,7.9,32.74,118,22.93,2026-06-20T10:46:00
2928,7.82,27.48,43,26.99,2026-06-20T10:47:00
2929,6.8,32.72,55,21.97,2026-06-20T10:48:00
2930,7.49,27.88,131,44.07,2026-06-20T10:49:00
2931,7.36,33.92,77,34.56,2026-06-20T10:50:00
2932,7.45,25.52,91,25.95,2026-06-20T10:51:00
2933,6.74,30.94,112,28.6,2026-06-20T10:52:00
2934,7.67,31.96,63,12.2,2026-06-20T10:53:00
2935,6.92,28.58,79,9.48,2026-06-20T10:54:00
2936,8.32,27.39,123,15.48,2026-06-20T10:55:00
2937,7.85,25.42,38,40.88,2026-06-20T10:56:00
2938,7.11,24.28,130,8.57,2026-06-20T10:57:00
2939,7.74,27.37,96,27.81,2026-06-20T10:58:00
2940,7.67,37.16,77,37.31,2026-06-20T10:59:00
2941,7.23,37.16,45,10.11,2026-06-20T11:00:00
2942,6.84,28.63,96,28.13,2026-06-20T11:01:00
2943,6.62,32.25,113,12.39,2026-06-20T11:02:00
2944,7.84,37.67,48,42.78,2026-06-20T11:03:00
2945,7.48,25.44,65,22.48,2026-06-20T11:04:00
2946,7.64,34.19,130,29.6,2026-06-20T11:05:00
2947,6.94,34.46,101,14.93,2026-06-20T11:06:00
2948,7.29,34.5,135,20.43,2026-06-20T11:07:00
2949,8.15,30.78,68,27.68,2026-06-20T11:08:00
2950,7.85,37.28,125,36.48,2026-06-20T11:09:00
2951,6.99,29.52,42,21.88,2026-06-20T11:10:00
2952,8.07,37.69,99,30.93,2026-06-20T11:11:00
2953,6.95,34.58,111,37.91,2026-06-20T11:12:00
2954,7.49,28.26,48,43.11,2026-06-20T11:13:00
2955,6.81,29.18,43,8.65,2026-06-20T11:14:00
